"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.389369522776835,0,0.210455767899601,0.203311997278332
"redMullet",0.267984098007174,0,0,0.124980586781223
"pouting ",0.437006156324686,0,0,0.198835965064845
"whiting",1.02108821400243,0,0,0.533481022129055
"poorCod",0,0,0,0
"cod",0.217139145210242,0,0.251692775686768,0.142464592345352
"dragonet",0,0,0,0
"sole",0.212772756399574,0,1.05283263643815,0.254620891858252
"plaice",0.475193376136811,0,0.36551912874786,0.256630652135511
"horseMackerel",0.121824257631335,0.106124977083539,0,0.133173384906781
"mackerel",1.07598402734649,0.261865310674141,0,0.605924848503632
"herring",0,1.00290181575403,0,0.88489498887139
"sardine",0,0.405788046296998,0,0.507298617293927
"squids",0.448687990153714,0,0,0.20322352196569
"cuttlefish",0.289390143174413,0,0,0.136899996269122
"thornbackRay",0.117667684703508,0,0,0.0837126263547131
