year,period,2.5,7.5,12.5,17.5,22.5,27.5,32.5,37.5,42.5,47.5,52.5,57.5,62.5,67.5,72.5,77.5,82.5,87.5,92.5,97.5,102.5,107.5,112.5,117.5,122.5,127.5
2002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,1,0,1,2,6,33,68,156,86,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,0,0,1,34,94,132,157,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,0,3,33,65,176,477,652,123,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,0,0,3,8,27,38,102,47,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,0,0,8,30,46,41,32,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,0,0,39,6,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,0,3,18,146,415,554,379,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0,6,131,290,947,2176,1513,383,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,0,5,84,363,1228,2154,1921,594,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1,0,2,142,559,903,1407,1112,341,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,0,8,158,287,671,1041,832,314,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,1,0,0,32,42,144,211,230,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,0,0,12,58,107,124,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
