"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.334306878814179,0,0.205879891253656,0.197927746208754
"redMullet",0.256069331824629,0,0,0.123347613469733
"pouting ",0.433224036786846,0,0,0.206356055340554
"whiting",1.03890096375919,0,0,0.537520158669817
"poorCod",0,0,0,0
"cod",0.258037156259003,0,0.27964793712928,0.146921686855976
"dragonet",0,0,0,0
"sole",0.230104480561016,0,1.02024995313805,0.254989417221737
"plaice",0.495114273461398,0,0.435950751593447,0.24937734977105
"horseMackerel",0.111873446599615,0.100093303258162,0,0.13747211018646
"mackerel",1.06900630940474,0.313499609147093,0,0.666256970900545
"herring",0,1.17755574347702,0,1.00390950867889
"sardine",0,0.414043845116641,0,0.455421395667212
"squids",0.497310614937055,0,0,0.190609813360734
"cuttlefish",0.307165967332598,0,0,0.144511069033151
"thornbackRay",0.0951826589886083,0,0,0.0804229661446356
