"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.414885988661201,0,0.222747548254814,0.203500932654029
"redMullet",0.253402268433428,0,0,0.121264539681734
"pouting ",0.394057975463077,0,0,0.2047995368567
"whiting",0.983195402589138,0,0,0.503088928394232
"poorCod",0,0,0,0
"cod",0.229885326659824,0,0.267028823290413,0.14250870449128
"dragonet",0,0,0,0
"sole",0.227237694995401,0,1.17460984044202,0.26405640260209
"plaice",0.429831643053852,0,0.385953275170784,0.270346557770341
"horseMackerel",0.103202724261545,0.107436164921263,0,0.136971515335607
"mackerel",0.971306710724684,0.334179735406857,0,0.659513693584221
"herring",0,1.09436652828223,0,1.01129277105006
"sardine",0,0.413861121307488,0,0.473932068971606
"squids",0.49948300917578,0,0,0.193033347684491
"cuttlefish",0.301540875899256,0,0,0.148170951950056
"thornbackRay",0.109801888300039,0,0,0.085247239386009
