"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.399379997513308,0,0.198165309040011,0.198144812663331
"redMullet",0.238530986441437,0,0,0.138320295806425
"pouting ",0.424937811082839,0,0,0.216389963351443
"whiting",1.06774247808837,0,0,0.493406734118785
"poorCod",0,0,0,0
"cod",0.219922009490468,0,0.253759518833832,0.162590645698525
"dragonet",0,0,0,0
"sole",0.242609993254114,0,1.09734222047263,0.25219093769073
"plaice",0.504028021893958,0,0.423605390469941,0.254398826208425
"horseMackerel",0.118472433574012,0.117647547456785,0,0.139320538164766
"mackerel",0.999036265196146,0.356789551646669,0,0.657502457055574
"herring",0,1.14322280890321,0,1.00243332093937
"sardine",0,0.385664454169515,0,0.516986365239435
"squids",0.432237005547866,0,0,0.204975913909994
"cuttlefish",0.302226361171711,0,0,0.141153633191648
"thornbackRay",0.111459804109206,0,0,0.0868973036870019
