"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.38085975036099,0,0.207693203025741,0.190907886381218
"redMullet",0.263595272161027,0,0,0.126855055332546
"pouting ",0.431505149937186,0,0,0.204792628177281
"whiting",1.02257713949233,0,0,0.520521619492072
"poorCod",0,0,0,0
"cod",0.238268051589297,0,0.265922233318031,0.149766386649557
"dragonet",0,0,0,0
"sole",0.226053013475835,0,1.11429742259425,0.245715411277826
"plaice",0.470728150273011,0,0.413983314976341,0.246367974103457
"horseMackerel",0.111826806507038,0.106115426193677,0,0.131866942999535
"mackerel",1.02054267646396,0.316334955596313,0,0.652929350661366
"herring",0,1.10948233690073,0,0.976458038440135
"sardine",0,0.401350680069127,0,0.459412475791279
"squids",0.477953688676612,0,0,0.191089455958739
"cuttlefish",0.307254435974952,0,0,0.144894578558631
"thornbackRay",0.106468936478017,0,0,0.0804804376086513
