"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.336913266899199,0,0.188775554917546,0.177779900483711
"redMullet",0.246291409599384,0,0,0.114097203402168
"pouting ",0.426774672719583,0,0,0.204073705590926
"whiting",0.874823747746204,0,0,0.517147560049423
"poorCod",0,0,0,0
"cod",0.215463783309547,0,0.268579782860398,0.157064609620142
"dragonet",0,0,0,0
"sole",0.238704410615875,0,1.06686836842806,0.264883929821638
"plaice",0.419894066310793,0,0.419506624914828,0.269709373461458
"horseMackerel",0.121669821285985,0.107197638675107,0,0.130466147519421
"mackerel",1.03258266443726,0.304464360335155,0,0.643338555057742
"herring",0,1.12347361375719,0,0.90768730200648
"sardine",0,0.452114787205718,0,0.473822051493687
"squids",0.510483097661047,0,0,0.194850552284481
"cuttlefish",0.297381678765272,0,0,0.140213174503379
"thornbackRay",0.106782766156979,0,0,0.0861632874551554
