"","x"
"1",15.3663933209936
"2",17.0527331245981
"3",18.7863282013024
"4",20.5491657721339
"5",22.3218089752381
"6",24.0838548276777
"7",25.8144310016787
"8",27.4927115981836
"9",29.0984315066132
"10",30.6123794674957
"11",32.0168515230527
"12",33.2960490024261
"13",34.4364083447094
"14",35.4268536840132
"15",36.258966963687
"16",36.9270741750502
"17",37.4282499156013
"18",37.7622456539961
"19",37.9313497392313
"20",37.9401892124877
"21",37.7954848330028
"22",37.5057714196058
"23",37.0810956807301
"24",36.5327032314332
"25",35.8727256098265
"26",35.1142305525996
"27",34.271737556815
"28",33.3598809885353
"29",32.3928738170534
"30",31.384289331896
"31",30.3468883610757
"32",29.2924905910585
"33",28.2318872329981
"34",27.1747912833105
"35",26.1298209693572
"36",25.1045116185217
"37",24.1053510980128
"38",23.1378340956242
"39",22.2065308001524
"40",21.3151659483052
"41",20.4667046912715
"42",19.663442263025
"43",18.9070949747203
"44",18.1988905926711
"45",17.5396566651925
"46",16.9299058357115
"47",16.3699176108686
"48",15.8598164421691
"49",15.3996456606047
"50",14.9885737049566
"51",14.6234021957618
"52",14.3008819099769
"53",14.0181672243421
"54",13.7727737841193
"55",13.5625419886573
"56",13.3856055293096
"57",13.240364330653
"58",13.1254613437767
"59",13.0397627235407
"60",12.9823409925316
"61",12.9524608549838
"62",12.9495673758472
"63",12.9732762848668
"64",13.0233662041598
"65",13.0997726313179
"66",13.2025835393431
"67",13.3320364804533
"68",13.4885171035457
"69",13.6725590153938
"70",13.8848449339003
"71",14.1262090982951
"72",14.397640916377
"73",14.700287865316
"74",15.0345599941272
"75",15.3985734533252
"76",15.7898865337125
"77",16.2057879904802
"78",16.6432367350215
"79",17.098806288336
"80",17.5686353094195
"81",18.04838587168
"82",18.5332114835772
"83",19.0177371186338
"84",19.4960537128279
"85",19.9617296789271
"86",20.4078419502921
"87",20.8270288735315
"88",21.2115668946625
"89",21.55347240654
"90",21.844629333809
"91",22.0769420246084
"92",22.24251180983
"93",22.3338342129894
"94",22.3440122989643
"95",22.2669801112894
"96",22.0977286587703
"97",21.8325494744972
"98",21.4741937891004
"99",21.0375310443754
"100",20.538960639536
"101",19.9943942066909
"102",19.4188915822002
"103",18.826401947291
"104",18.2296035313179
"105",17.6398314565992
"106",17.0670811780725
"107",16.520074299343
"108",16.0063740445149
"109",15.5325390425226
"110",15.104306075055
"111",14.7267948377268
"112",14.404730416619
"113",14.1426820077252
"114",13.9453193969074
"115",13.8176919403463
"116",13.7655383902233
"117",13.7956401431212
"118",13.9162357147695
"119",14.137520990407
"120",14.472268817963
"121",14.9365633264701
"122",15.544487771609
"123",16.301565806467
"124",17.2141355814261
"125",18.2902619629958
"126",19.5393115621895
"127",20.9714776952888
"128",22.5972227903064
"129",24.4266088837845
"130",26.4684910577736
"131",28.7295549618072
"132",31.213188942818
"133",33.9181946710518
"134",36.8373581922375
"135",39.9559263505872
"136",43.2500611833948
"137",46.6853759737037
"138",50.2156888246343
"139",53.7821592545215
"140",57.3129954627721
"141",60.7239285571332
"142",63.919638611597
"143",66.7962797924722
"144",69.2451834969325
"145",71.158123651751
"146",72.464740178514
"147",73.1628323277405
"148",73.2725681833917
"149",72.8291205519229
"150",71.8798364555256
"151",70.4811647164647
"152",68.6955580959241
"153",66.5885329236873
"154",64.226027110109
"155",61.6721523815381
"156",58.9873931423967
"157",56.2272659608909
"158",53.4414224394133
"159",50.6731551139998
"160",47.9592509946689
"161",45.3301296534713
"162",42.8102011817797
"163",40.4183824571326
"164",38.1687165549316
"165",36.0710485109932
