"","x"
"1",2.76643154664047
"2",2.43759132455927
"3",2.17017382041238
"4",1.95163353679707
"5",1.77235054319268
"6",1.62489776497231
"7",1.50350542182391
"8",1.40366659570381
"9",1.32184462734978
"10",1.25525455262496
"11",1.20169877935194
"12",1.159442792156
"13",1.12712060848411
"14",1.1036625011286
"15",1.08823949694198
"16",1.08022059504631
"17",1.07913968443561
"18",1.08466989427873
"19",1.09660366012258
"20",1.11483719168518
"21",1.13935832278263
"22",1.17023693951201
"23",1.20761733947498
"24",1.25171198730468
"25",1.30279620377443
"26",1.36113522766916
"27",1.42678841195683
"28",1.49974028417686
"29",1.57992110295096
"30",1.66717917531163
"31",1.76125144592822
"32",1.86173272239301
"33",1.96804425493321
"34",2.07940278543993
"35",2.19479160755704
"36",2.31293561411333
"37",2.43228271584921
"38",2.55099434937551
"39",2.66694799470866
"40",2.77775462781907
"41",2.88079377360739
"42",2.97326823825071
"43",3.05227964311722
"44",3.11492454193373
"45",3.1584092084604
"46",3.18017921788545
"47",3.17805785662799
"48",3.15038538688531
"49",3.09615018680439
"50",3.01596505690259
"51",2.9136452442522
"52",2.79371289331357
"53",2.66066536871834
"54",2.51878314734969
"55",2.37198528428342
"56",2.22373250101134
"57",2.0769741469748
"58",1.93413277358901
"59",1.79711875179239
"60",1.66736706283485
"61",1.54588884537565
"62",1.43333123095764
"63",1.33004021226683
"64",1.23612257771486
"65",1.15150417776061
"66",1.07598287946849
"67",1.00927547570438
"68",0.951058537244651
"69",0.901003746895176
"70",0.858808666976063
"71",0.824224207102422
"72",0.797080325771099
"73",0.777311167589679
"74",0.764719119482315
"75",0.758604212491678
"76",0.75834296168072
"77",0.763456027850946
"78",0.773572821451999
"79",0.788402572510609
"80",0.807709826436446
"81",0.83129286508053
"82",0.858963957660738
"83",0.890530666570434
"84",0.925777703701302
"85",0.964449078566303
"86",1.00623051717876
"87",1.05073237059358
"88",1.09747347809939
"89",1.1458666994798
"90",1.19520707366112
"91",1.24466378010219
"92",1.29327724976137
"93",1.33996286324429
"94",1.38352264929771
"95",1.42266622093754
"96",1.45604182744576
"97",1.48227977125915
"98",1.50045691326667
"99",1.5106830996612
"100",1.51333627680729
"101",1.50891744949048
"102",1.49802554849719
"103",1.48133197214917
"104",1.4595559413972
"105",1.43344159252431
"106",1.40373749936967
"107",1.37117908689685
"108",1.33647418461664
"109",1.30029178229161
"110",1.2632538977922
"111",1.22593035054362
"112",1.18883615326892
"113",1.1524311870132
"114",1.11712180555391
"115",1.08326402030771
"116",1.05116794058311
