"","x"
"1",0.338343875846036
"2",0.33460043717811
"3",0.331057270265842
"4",0.327705184311333
"5",0.324535466938631
"6",0.321539850735766
"7",0.318710482092687
"8",0.316039892156571
"9",0.313520969741307
"10",0.311146936042003
"11",0.308911321018113
"12",0.306807941320496
"13",0.30483087964836
"14",0.302974465431829
"15",0.301233256744816
"16",0.299602023361074
"17",0.29807573087382
"18",0.296649525806229
"19",0.295318721646452
"20",0.29407878574662
"21",0.292925327030694
"22",0.29185408446096
"23",0.290860916217505
"24",0.289941789549261
"25",0.289092771384045
"26",0.288311173310201
"27",0.287598342548548
"28",0.286956507019159
"29",0.286387921464965
"30",0.285894873719581
"31",0.285479691219297
"32",0.285144747773907
"33",0.284892470612849
"34",0.284725347724957
"35",0.284645935512155
"36",0.284656866779512
"37",0.284760859086325
"38",0.2849607234853
"39",0.285259373679489
"40",0.285659835629344
"41",0.28616525764525
"42",0.286778921004063
"43",0.287504251131575
"44",0.288344829396568
"45",0.289304405566075
"46",0.290386910975808
"47",0.291596472474391
"48",0.29293742720513
"49",0.294414333202398
"50",0.296025196688809
"51",0.297747816745335
"52",0.299555798666399
"53",0.301422157169359
"54",0.303319249990986
"55",0.3052187364011
"56",0.307091561713454
"57",0.308907968948349
"58",0.310637538806014
"59",0.312249259040334
"60",0.313711624174699
"61",0.314992766272202
"62",0.316060617158435
"63",0.316883102095612
"64",0.317428364422527
"65",0.317665020108949
"66",0.317562440531471
"67",0.317091061069454
"68",0.316222712357115
"69",0.31493097022699
"70",0.313191519560782
"71",0.310982526449349
"72",0.308285012281024
"73",0.305083280947927
"74",0.301390932365466
"75",0.297289255149295
"76",0.292868107241024
"77",0.288214193350448
"78",0.283410309075941
"79",0.278534822471991
"80",0.273661377104389
"81",0.268858797579521
"82",0.264191177070925
"83",0.259718126303975
"84",0.255495164596946
"85",0.251574235699573
"86",0.248004334145739
"87",0.244832231505772
"88",0.242103296188919
"89",0.239862405260583
"90",0.238154952110686
"91",0.237027959811251
"92",0.236531316776483
"93",0.236719159114011
"94",0.237651433157192
"95",0.23939568254339
"96",0.24202911745409
"97",0.245640822545229
"98",0.250287843877568
"99",0.255934022964824
"100",0.262532753186078
"101",0.270037648589897
"102",0.278399626561946
"103",0.287564079909226
"104",0.297468123503039
"105",0.308037926388192
"106",0.319186165992712
"107",0.330809666841621
"108",0.342787311580884
"109",0.354978336236654
"110",0.367221143039046
"111",0.379332780903674
"112",0.39110925343476
"113",0.40232681443691
"114",0.412744398647557
"115",0.422107308165993
"116",0.430152230849426
"117",0.436613604745059
"118",0.441231262841934
"119",0.443759197339554
"120",0.443975176732371
"121",0.441692046651128
"122",0.436911058201709
"123",0.429953084060617
"124",0.421189695262306
"125",0.410995537357529
"126",0.399735978104111
"127",0.387757491524865
"128",0.375380791143866
"129",0.362896555403228
"130",0.35056347252824
"131",0.338608267060315
"132",0.327227348923042
"133",0.316589739482968
"134",0.306840968636012
"135",0.298107694401763
"136",0.29050286537305
"137",0.284131322223698
"138",0.279095815151423
"139",0.275503499810579
"140",0.273473067633759
"141",0.27314277285025
"142",0.2746797466481
"143",0.278291151700094
"144",0.284237946479704
"145",0.292850586713273
"146",0.304413189173725
"147",0.319056694263488
"148",0.336945940381156
"149",0.35829562683265
"150",0.383365158298993
"151",0.412453095271171
"152",0.445890510894805
"153",0.484032552584767
"154",0.527247499263802
"155",0.575902609623431
"156",0.630346092780747
"157",0.690884621751401
"158",0.757755975707162
"159",0.831096662766538
"160",0.910904762391386
"161",0.996998750140413
"162",1.08897373043499
"163",1.18615728958257
"164",1.28756805079806
"165",1.39188089336029
"166",1.49740358267411
"167",1.6020701067653
"168",1.70345616216427
"169",1.7988330585692
"170",1.88586206757101
"171",1.96314299023878
"172",2.02954211250052
"173",2.08415256632796
"174",2.12631418168172
"175",2.15562411601124
"176",2.17193829367029
"177",2.17536413364951
"178",2.16624542801548
"179",2.1451405368607
"180",2.11279527750033
"181",2.07011200275172
"182",2.01811638893395
"183",1.9579233979758
"184",1.89070375322
"185",1.81765209130955
"186",1.73995774018122
"187",1.65877884260521
"188",1.57522031138525
"189",1.49031587946804
"190",1.40501430620725
"191",1.32016962727171
"192",1.23653519461039
"193",1.15476372985067
"194",1.07549803754141
"195",0.999366856190516
"196",0.926854089634186
"197",0.858304094568918
"198",0.793938129983662
"199",0.733871588015257
"200",0.67813116454431
"201",0.626671327273478
"202",0.579389624372621
"203",0.536140540370648
"204",0.496747743814273
"205",0.461014682199326
"206",0.428733564857441
"207",0.399692836339266
"208",0.373683284711542
"209",0.350502954792392
"210",0.329961049433784
"211",0.311881006078876
"212",0.296102934219649
"213",0.28248559495277
"214",0.270908099157242
"215",0.261271498243248
"216",0.25350044319833
"217",0.247542160598943
"218",0.243286956742413
"219",0.240563783473778
"220",0.239230534044589
"221",0.239172416894551
"222",0.240296179756671
"223",0.242525331016518
"224",0.245796098216001
"225",0.250053924903256
"226",0.255250353970573
"227",0.261340182519893
"228",0.268278803328783
"229",0.276019673506835
"230",0.284511873662743
"231",0.293697742091307
"232",0.303510588978446
"233",0.313872515888067
"234",0.324692385963878
"235",0.335864010124986
"236",0.347264633467272
"237",0.358753823147371
"238",0.370172872912082
"239",0.381344848516324
"240",0.392075400681515
"241",0.402159090856399
"242",0.411486707574596
"243",0.420059941635647
"244",0.427894957398403
"245",0.435017190981853
"246",0.441460578516572
"247",0.447266736174661
"248",0.452484121006813
"249",0.457167199397155
"250",0.461375647294706
"251",0.465173603482021
"252",0.468628994169988
"253",0.471812944316731
"254",0.474799288390891
"255",0.477664190945966
"256",0.480485885432789
"257",0.483344538223069
"258",0.486322243904868
"259",0.489503157586849
"260",0.492973770252562
"261",0.496823334179345
"262",0.501144447124939
"263",0.506033806447627
"264",0.511593147641354
"265",0.517925847906865
"266",0.525058002998403
"267",0.532943988624494
"268",0.541534483849412
"269",0.550778024421187
"270",0.5606201507925
"271",0.571002607343004
"272",0.581862597085393
"273",0.593132098944849
"274",0.604737257350105
"275",0.616597856331506
"276",0.628626892535929
"277",0.640730263470893
"278",0.652806588795881
"279",0.664747183489158
"280",0.676436202124597
"281",0.687750973181071
"282",0.698562541162333
"283",0.708736432220775
"284",0.718133655861353
"285",0.726611951083728
"286",0.73402727996645
"287",0.740235565215507
"288",0.74509466065312
"289",0.748474793974065
"290",0.750376635586742
"291",0.750905337826122
"292",0.750176809310514
"293",0.748313225661101
"294",0.745441111555287
"295",0.741689588957045
"296",0.737188814510722
"297",0.732068621740353
"298",0.726457377084157
"299",0.720481053052614
"300",0.714262517013002
"301",0.707921030311507
"302",0.701571949645245
"303",0.695326620760372
"304",0.689292453627389
"305",0.68357316816718
"306",0.678269200302807
"307",0.673478259526991
"308",0.66929603124701
"309",0.665817019855458
"310",0.663135531755329
"311",0.661346801444324
"312",0.660548268269642
"313",0.660830831807038
"314",0.662164445861467
"315",0.664438575193971
"316",0.667543836274429
"317",0.671372064454368
"318",0.675814988368422
"319",0.680763091112301
"320",0.686104654327873
"321",0.691724986370559
"322",0.697505839894218
"323",0.7033250274643
"324",0.709056246166494
"325",0.714569123553288
"326",0.719729497585194
"327",0.724399942388727
"328",0.728440549584545
"329",0.731709971565559
"330",0.7340667283834
"331",0.735370773829926
"332",0.735485308930652
"333",0.734278822518298
"334",0.731627329024081
"335",0.727416763395206
"336",0.721545482491962
"337",0.713939703749621
"338",0.704673806740916
"339",0.693909146291421
"340",0.681812123420663
"341",0.668550450626767
"342",0.654290699369058
"343",0.63919613086517
"344",0.623424825847724
"345",0.607128118892504
"346",0.590449334167375
"347",0.573522812076747
"348",0.556473210332317
"349",0.539415058445999
"350",0.522452541442367
"351",0.505679486614302
"352",0.489179526258675
"353",0.473026409374841
"354",0.457284436127603
"355",0.442008990309782
"356",0.427247146937392
"357",0.413038334335322
"358",0.399415032501456
"359",0.386403492068611
"360",0.374024460730664
"361",0.362292749697431
"362",0.351209483207448
"363",0.340768814487304
"364",0.33096379227548
"365",0.32178675900613
"366",0.313229684420625
"367",0.30528448071625
"368",0.297943301539847
"369",0.291198827528958
"370",0.285044541475642
"371",0.279474996552992
"372",0.274486081416548
"373",0.270075286389071
"374",0.266241975375369
"375",0.262987668654446
"376",0.260316342281648
"377",0.258234750529992
"378",0.256752778637684
"379",0.255883834143975
"380",0.255645286330789
"381",0.256058964794989
"382",0.257151730018836
"383",0.258956131061992
"384",0.261511168263284
"385",0.264854975406622
"386",0.268971945329416
"387",0.273822613437254
"388",0.279368497772689
"389",0.285570711303955
"390",0.292388521207805
"391",0.299777969925487
"392",0.307690554881582
"393",0.316071972148224
"394",0.324860937508779
"395",0.333988106329928
"396",0.343375121291258
"397",0.352933824147241
"398",0.36256567400849
"399",0.372161419733928
"400",0.381601077447298
"401",0.390754265391777
"402",0.399480946743732
"403",0.40763262605638
"404",0.415054036190214
"405",0.421585339524042
"406",0.427064849732007
"407",0.431332258524069
"408",0.434232325877485
"409",0.435641744663786
"410",0.435594401836714
"411",0.434194818487739
"412",0.431559554768128
"413",0.42781380719238
"414",0.42308830928699
"415",0.41751648607133
"416",0.411231917662167
"417",0.404366148220664
"418",0.39704685909848
"419",0.389396409939238
"420",0.381530738979027
"421",0.373558603993199
"422",0.365581138222207
"423",0.3576916910176
"424",0.349975920635258
"425",0.342512106269875
"426",0.335371647755964
"427",0.328619724045093
"428",0.32231608532181
"429",0.316515958197977
"430",0.311271048635562
"431",0.306630632959867
"432",0.302642733471968
"433",0.299343551182651
"434",0.296707630462819
"435",0.29469287983574
"436",0.293261891529068
"437",0.292381320453375
"438",0.29202132025177
"439",0.292155041174723
"440",0.292758179938359
"441",0.293808573249949
"442",0.295285827977218
"443",0.297170982041898
"444",0.299446191068589
"445",0.302094436646902
"446",0.305099252792303
"447",0.308444467839195
"448",0.312113959584947
"449",0.316091422039185
"450",0.320360142629569
"451",0.324902789181855
"452",0.329701206434818
"453",0.334736222273943
"454",0.33998746427457
"455",0.345433187536305
"456",0.351050115165477
"457",0.356816610104431
"458",0.362725121873529
"459",0.368772078856605
"460",0.374953530185465
"461",0.381265120613925
"462",0.38770206612256
"463",0.394259129898602
"464",0.400930598823797
"465",0.407710260615637
"466",0.414591381779904
"467",0.421566686544837
"468",0.42862833695923
"469",0.435767914348408
"470",0.442976402332998
"471",0.450244171625682
"472",0.457560966830416
"473",0.464915895476833
"474",0.472297419529413
"475",0.479693349616414
"476",0.487090842227214
"477",0.494476400128431
"478",0.501835876248772
"479",0.509154481279763
"480",0.516416795234127
