"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.401361009805189,0,0.212138293000454,0.182044293513472
"redMullet",0.258840834344257,0,0,0.134895773814967
"pouting ",0.472047921567886,0,0,0.195403516661198
"whiting",1.08727591229462,0,0,0.482549247916847
"poorCod",0,0,0,0
"cod",0.222558015787252,0,0.268816074476327,0.155344058299852
"dragonet",0,0,0,0
"sole",0.220123238241468,0,1.02869102232399,0.261323710191008
"plaice",0.487814026941765,0,0.399230436539236,0.25103934513611
"horseMackerel",0.119341454346521,0.103828158447578,0,0.132874880472079
"mackerel",1.08947192956616,0.305723390364995,0,0.656931816156955
"herring",0,1.08701921747694,0,0.918088504361792
"sardine",0,0.428931765752847,0,0.429422028408897
"squids",0.503399784458811,0,0,0.19460986357275
"cuttlefish",0.304716083215901,0,0,0.148383105724008
"thornbackRay",0.104555242541025,0,0,0.0754625679836762
