"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.359121533886795,0,0.235834762007834,0.172063781119854
"redMullet",0.257804253688523,0,0,0.127218099112228
"pouting ",0.380170513972208,0,0,0.214279601975242
"whiting",0.987836204409906,0,0,0.512306136925598
"poorCod",0,0,0,0
"cod",0.251130773002956,0,0.237647717921674,0.159704761020247
"dragonet",0,0,0,0
"sole",0.233221565022039,0,1.10926726766814,0.23711206832293
"plaice",0.427256730684163,0,0.41472298641399,0.236825376048794
"horseMackerel",0.118446618103938,0.111675370085632,0,0.12305110063463
"mackerel",0.958754118851733,0.308771607748322,0,0.579430351803928
"herring",0,1.16888319193686,0,0.862373221806557
"sardine",0,0.392566318701302,0,0.441996189366005
"squids",0.47295237322334,0,0,0.201894064231856
"cuttlefish",0.305714364140546,0,0,0.145802055578922
"thornbackRay",0.118440330603984,0,0,0.0875662969735715
