"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.376978571481865,0,0.212251206601832,0.204196846926234
"redMullet",0.290585678479837,0,0,0.131519737909486
"pouting ",0.44328483280329,0,0,0.21749884782715
"whiting",0.933953885092247,0,0,0.520363193597524
"poorCod",0,0,0,0
"cod",0.223450369613727,0,0.266340642930075,0.156740259797668
"dragonet",0,0,0,0
"sole",0.223331986815882,0,1.04368098533741,0.250164305448909
"plaice",0.455497307260319,0,0.429581668068639,0.253930916175764
"horseMackerel",0.108631355717176,0.113865171635236,0,0.125751701386266
"mackerel",1.00936884842598,0.276400723315751,0,0.725891968704183
"herring",0,1.14544874221629,0,0.952873636210567
"sardine",0,0.418520796715678,0,0.433986504103936
"squids",0.457295375133135,0,0,0.181029914964485
"cuttlefish",0.283459257999847,0,0,0.149561007771286
"thornbackRay",0.104878568599317,0,0,0.0799025008656
