"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.377533876676198,0,0.190288874575004,0.180155283986408
"redMullet",0.275800129413395,0,0,0.1267362535188
"pouting ",0.450045202933813,0,0,0.202821899492207
"whiting",1.07013987864056,0,0,0.53086436238091
"poorCod",0,0,0,0
"cod",0.243192919251119,0,0.279671986336459,0.143468136414254
"dragonet",0,0,0,0
"sole",0.219837326716206,0,1.18628100419461,0.231734910169362
"plaice",0.477455299774832,0,0.399826452380862,0.239453310406498
"horseMackerel",0.107059774965069,0.111757754401849,0,0.134044778730996
"mackerel",1.04399096100293,0.316338503464138,0,0.655101094024523
"herring",0,1.09527676678003,0,0.990719371788131
"sardine",0,0.411571729780349,0,0.455620676529525
"squids",0.456136465892724,0,0,0.182754004413901
"cuttlefish",0.322184296695563,0,0,0.133792624168176
"thornbackRay",0.108988293706875,0,0,0.0845525985062238
