"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.388274302171517,0,0.201096739604005,0.177589084011568
"redMullet",0.262420982170588,0,0,0.122508621037138
"pouting ",0.431834456214135,0,0,0.216527174653174
"whiting",1.07439599442845,0,0,0.498450910821044
"poorCod",0,0,0,0
"cod",0.229668190159557,0,0.274295978626946,0.153630129541708
"dragonet",0,0,0,0
"sole",0.216433638925836,0,1.08601247670773,0.231776934445128
"plaice",0.450110076666459,0,0.395358630153308,0.232326533018508
"horseMackerel",0.129395334752059,0.10279598603404,0,0.13375734036156
"mackerel",1.00555659916027,0.320251925236273,0,0.697978835782972
"herring",0,1.04895335678057,0,1.0038476787398
"sardine",0,0.375013638167259,0,0.476967519114156
"squids",0.498988619583286,0,0,0.184397144447058
"cuttlefish",0.296687322551976,0,0,0.145544928900284
"thornbackRay",0.104301633838021,0,0,0.0718629429022335
