"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.438959364405351,0,0.209493199771463,0.1940047466228
"redMullet",0.256833386194786,0,0,0.125257116884336
"pouting ",0.476726167384161,0,0,0.224848863185912
"whiting",1.03833237284359,0,0,0.496113438936974
"poorCod",0,0,0,0
"cod",0.242874077188789,0,0.266037322844865,0.148765793477944
"dragonet",0,0,0,0
"sole",0.208135484033834,0,0.983690637950032,0.259882141653474
"plaice",0.467523496579464,0,0.402406249781324,0.258890066864531
"horseMackerel",0.106319432614918,0.106721348702109,0,0.138654442154071
"mackerel",1.09213924955521,0.293505295003087,0,0.621392175312558
"herring",0,1.07938850942662,0,0.874180770931259
"sardine",0,0.385832652235412,0,0.416689007379276
"squids",0.54632802379003,0,0,0.197124441763635
"cuttlefish",0.287326681173041,0,0,0.146976401226823
"thornbackRay",0.120077864528262,0,0,0.0817112354291604
