"","bottom.trawlers","midwater.trawlers","netters","others"
"lesserSpottedDogfish",0.35512746997365,0,0.213595075722628,0.196357017693292
"redMullet",0.261580332960824,0,0,0.123147325046528
"pouting ",0.438214022206243,0,0,0.223202345338594
"whiting",0.999572216343904,0,0,0.532635678555425
"poorCod",0,0,0,0
"cod",0.232728070479601,0,0.249660825752798,0.157589139045026
"dragonet",0,0,0,0
"sole",0.219939375012878,0,0.938757551187794,0.236799997520454
"plaice",0.461383011711812,0,0.412932778562934,0.249050161991207
"horseMackerel",0.113937128096069,0.114186225254052,0,0.130860817092061
"mackerel",1.17417872023498,0.293518862463374,0,0.666187222642784
"herring",0,1.1568195072912,0,0.933143386153919
"sardine",0,0.396245171027744,0,0.447193471121862
"squids",0.444605972485461,0,0,0.203155793301836
"cuttlefish",0.288359589195986,0,0,0.156428218765476
"thornbackRay",0.103557214062812,0,0,0.0925830661813566
